ucid,uuid,upid,is_correct,total_sec_taken,total_attempt_cnt,used_hint_cnt,points,badges_cnt,level0,level1,level2,level3,level4,repeat_correct_pct,grade_top,learning_stage,difficulty
V6gzmLaxDq9lLc3HQUpSf2CJ+PcXNduJro29Nx9Z3aM=,6567,16,0.8462007,37.3153647,1.340794884,0.150296939,263706.0716,35.59936044,5025,947,286,209,100,0.761780258,6,elementary,easy
VFSfDdE2vLsyVfGCGYLnxYih+n8+IpUbRoiUpDJ4hc4=,12462,21,0.869041887,17.40916386,1.260873054,0.105681271,178370.6021,28.34424651,8732,2268,681,526,255,0.814217701,6,elementary,easy
VHoFq7xrb39aeNkDFggnyfmKTpBVFGdo7R0jTwhDKng=,1182,7,0.670050761,15.54060914,1.932318105,0.235194585,591560.6294,90.93147208,881,233,46,17,5,0.500176237,8,junior,hard
VLG8jzZDi3OzlWsTunU487LkKuMt8oRCf6DBpBjv/pc=,14749,34,0.734626076,33.77300156,1.640924808,0.265306122,363025.2865,41.49223676,10466,2278,1007,762,236,0.596922538,3,elementary,normal
VN+hlrC3u3EiecxSo+9icATbCs/7B1UlrxrPfAEWf+k=,4293,22,0.655485674,41.36221756,1.931516422,0.912648498,276418.628,57.17353832,3350,559,223,114,47,0.514662729,8,junior,easy
VXrPlBOiCgJ5r2VB+WDJn4TuHK2oRH9ffhgulsCm+Dw=,13510,18,0.719022946,48.68016284,1.922649889,0.576683938,387747.3218,49.80377498,9950,1785,836,663,276,0.572165824,5,elementary,easy
VY6aXT7f64ny+uy4pszHVNSy3WHyoFPuhwToxBhB3wM=,10051,29,0.52362949,37.02775843,1.93463337,0.328823003,204510.0095,39.23052433,8514,1040,352,120,25,0.433675215,7,junior,easy
VdDGn0d64C/s9UWPNmugh8Upm4696fFybvSQxW5ghuU=,3741,15,0.686180166,28.13205025,1.693664796,0.178294574,368156.9195,65.98128843,2728,590,228,137,58,0.566663811,7,junior,unset
ViIxd7sl/Dp2C0nC24swu3Cm5o8UkaEMgyMuUp7pq0g=,27606,25,0.56911541,62.0209737,2.763783236,0.843294936,287326.956,43.81312034,23035,3103,774,568,126,0.447461329,5,elementary,easy
Vj19/FOJ9nuzsw/E4T14ddKY6iiZGnG+3fxiJSvbiD4=,638,20,0.639498433,45.84952978,1.514106583,0.351097179,167133.6583,29.55642633,560,52,14,9,3,0.577940078,9,junior,easy
VkDMjjCaJsUcJWn56ZVLtKz6ohgWVycmo0nh3ieP7Oo=,12320,21,0.558035714,51.67849026,2.684334416,1.075730519,391076.4558,63.2262987,10094,1648,348,164,66,0.458163773,5,elementary,easy
VkqQZJ473iP+Q3cuRr/ss9TxWBXBIsPwC0fwGbVIgjU=,16292,20,0.784556838,32.50435797,1.521667076,0.314510189,283353.859,33.19230297,12122,2179,870,818,303,0.67914196,4,elementary,easy
VmJb1VGYXyZxQg1h4pXkCw5h+qFQQoC7T9iez9RkbKI=,2641,16,0.499053389,46.8330178,2.258992806,0.569859902,146300.6732,35.1567588,2371,192,62,10,6,0.384615993,9,junior,easy
Vn2WlxhITzyDS52K3WRs5UvCCc0HanXrRlJpqfT6QwQ=,3200,16,0.3546875,55.4659375,3.3471875,1.818125,336488.5688,49.1275,2840,239,70,41,10,0.263409457,6,elementary,normal
VoHrX2UnJ3IU2DdxSNj+Bbm9zCM0xLPSoYevLWFeGD8=,751,10,0.64713715,36.80026631,1.728362184,0.625832224,295941.7736,51.87882823,416,194,88,49,4,0.577589218,9,junior,unset
VoUEV5MkNaFrGENiLqm3zykytS3WV6a2u96d8kgEAN0=,7677,6,0.558681777,35.75654553,1.849029569,0.299986974,345322.1314,52.19135079,6042,1006,402,189,38,0.356801815,7,junior,hard
VyJAFv77nIaZWzFAcZrlwtNbqZ9GtG8gXWS/QeH8dBY=,3894,20,0.370826913,33.13122753,2.775808937,1.189265537,300437.0642,81.4088341,3570,235,71,13,5,0.338336394,8,junior,easy
W4l0TIo0YQXLT/c8/Uy7OLtElmNuNWPODI7HkJ0NaI0=,16533,41,0.449646162,62.79199177,3.157745116,1.098530212,310687.9177,42.56160406,14244,1355,533,326,75,0.330828169,4,elementary,normal
W77JRmtNTVD+rfntgQ/ysIvIOujqt1Pn7VCHzntIaNM=,7198,16,0.454015004,71.28132815,2.758682967,1.943734371,263759.7294,43.60586274,6471,505,139,60,23,0.366197612,6,elementary,normal
WGpUu6x+7d7oYF2u7prVYC5D1GvAybVW7PvZT6my2Ns=,5966,47,0.44837412,42.78729467,2.239523969,0.353000335,211853.323,46.62671807,5468,357,81,47,13,0.431927366,7,junior,easy
WIVV2NtKYatcEnMpVQbIYkGSMd8Q9Xt74y5a+V5bXs0=,14736,39,0.495046145,63.56820033,2.68817861,0.975841477,262076.7203,49.48317047,12612,1373,429,250,72,0.400340236,7,junior,easy
WIX8cNygX1SJ0qs+f36JttnScd1lBN+e2c7/KEYlysI=,18531,20,0.732718148,27.31552534,1.982030112,0.453078625,315354.0894,33.03566996,13948,2620,1009,694,260,0.614691467,3,elementary,easy
WMgUXcGDQCwsVgpqW00m0nL9vzTUYdkN6Cbdtg8M29k=,12718,16,0.815458405,25.35461551,1.591052052,0.265450543,321057.6718,36.54033653,8685,2028,1012,706,287,0.684419555,4,elementary,unset
WR85TYAmgzldheol7nA1RzEqixyhrnrQsG8iD/RhpHU=,4570,18,0.611159737,46.05317287,1.973741794,0.257330416,371788.2665,57.31378556,3820,408,180,119,43,0.584117151,7,junior,unset
WS6WWNekaOD2ftvFW2KFOR67cYFe7KHl0DfZjhjhbRU=,16806,17,0.690884208,35.69784601,1.911698203,0.686838034,287057.2509,39.74277044,12729,2181,928,691,277,0.613153996,5,elementary,easy
WS8jP1BdHW+Hr6HKToZja5W0UH0gsE78z7CxYLHJgcU=,12117,15,0.566806965,41.3977057,2.060163407,0.553849963,234303.8717,36.02517125,10176,1236,417,206,82,0.532403794,6,elementary,hard
WVgEr0cn4ZJnAjSpBIua9uheGClv4buPcj2zQE2Yp50=,8890,19,0.58503937,39.60247469,2.2143982,0.652980877,178665.0494,29.88998875,7265,926,397,271,31,0.429504011,6,elementary,normal
WW5taWjwvqMRopp4FSxyhhnCJvKHzed+c3PuWh5gifI=,13597,16,0.75685813,26.97021402,1.467088328,0.213723616,396735.4195,43.36596308,9611,1907,948,816,315,0.641895943,3,elementary,easy
WeWipB8F4WKb1kJjUzDzzeqmt5Lb4mPAJy8sJKmYoAM=,34112,21,0.750556989,20.16138016,1.547168152,0.251934803,293539.759,34.08674367,21373,6105,3094,2621,919,0.595109508,3,elementary,easy
WfTXipC1a2n1v6FzNC711Jzm2ikIDAAPKcOP6AEaR1Y=,9169,18,0.566910241,53.90740539,2.102083106,0.746210056,183501.5406,33.91154979,8011,786,205,114,53,0.503520972,6,elementary,normal
Wk1PobqnhB1FsjjiU84gVNe9j4O6SLWWYfvGb/l6MR4=,26907,41,0.844389936,27.8689932,1.388486268,0.211134649,199927.9858,31.18738618,17012,5583,2122,1505,685,0.752205451,7,junior,easy
WkBETrljVP4CWMKsouy8P5j94DMpD1mdMxCCZ7ftnN0=,5943,16,0.857142857,36.83493185,1.527847888,0.288911324,366702.0718,36.29160357,4578,814,286,190,75,0.7879412,4,elementary,easy
WkiJbEtcQ/6K9mzb+6b/b9MvUag94v5b3NTx6TRIcn8=,6020,34,0.527740864,30.38737542,2.149169435,0.349501661,274669.2495,58.34368771,5292,519,132,68,9,0.363862019,8,junior,easy
WloCXEmnD+f/vvG/m5NptiLPqazIZr+l8yqpaTAtMfg=,5354,18,0.624206201,65.98244303,2.665296974,1.045760179,386387.3924,46.067613,4489,482,197,121,65,0.491183921,4,elementary,normal
WnROIwtQSSRuDI+N9zspe70i0h/BVJUxoil4KIbnP6M=,17254,18,0.782775009,28.99397241,1.590124029,0.250202852,375433.9558,41.90077663,11531,2881,1457,1003,382,0.640376573,3,elementary,normal
WwGpcpKdAF1kvKHFVZOLDv9609c0Rs+eGWAu1Ub/k9c=,1105,20,0.815384615,13.58733032,1.333031674,0.09321267,189538.6679,29.3719457,738,290,26,26,25,0.760428459,9,junior,easy
WzvugOYA7I7EAC0ty8LiMKIA+9T/CYrBJx5dG+/QcMw=,30321,19,0.666073019,36.09221332,1.803931269,0.425084925,269037.1897,32.17232281,22076,4155,2089,1554,447,0.530594789,4,elementary,easy
X0cKvLgZxul/9WFXcTzJ//4b19Uf+pNMQ2NRT0fs3ws=,5523,19,0.552598226,47.25728771,1.774760094,0.538656527,297413.3967,61.29784537,4509,637,250,110,17,0.370637171,8,junior,easy
X1afKm2XO2cxQD9qw6cTUXRW2hrgPrfOGaduO3zsrqM=,3867,20,0.594776312,110.7887251,2.276183088,1.301267132,370989.4422,61.20843031,3106,554,129,59,19,0.48897745,7,junior,easy
X3kjMLe+TWKd9Bm5TfIaJZzzngni5Yb5nJxHI3WWvO0=,14162,12,0.758155628,69.09221861,2.283363932,0.738666855,332457.2885,43.54222567,10733,1833,759,598,239,0.647853957,5,elementary,easy
XABiqjiym+yxP9IxWjibmAF+Ccqqu+GF+oujfq0IbWY=,20945,17,0.669324421,26.29653855,1.889902125,0.260396276,369196.7982,42.72303652,14894,3007,1547,1173,324,0.534694853,3,elementary,normal
XG1pV3YZ4tnQkmvmVbwNYnm01m9sRhZovPW1qTPIGYI=,35216,22,0.799068605,15.16469786,1.375653112,0.189743299,200654.6479,28.87162085,22315,7338,2820,2006,737,0.68153663,7,junior,normal
XGAA22+obUN8IuJrlW3W+g3lh+u3VHufuQK521z+R0U=,3163,16,0.310148593,46.65317736,2.568447676,1.818842871,166795.8176,43.58141005,2993,146,22,2,0,0.221724659,9,junior,easy
XGFZ7IrZsoBhRl8og2T59raf/eHUTP3NRcwHW+GLxmQ=,9932,17,0.551449859,50.0583971,2.888340717,0.8845147,423176.5441,62.00745066,8468,907,348,143,66,0.463291321,5,elementary,easy
XO9+ucYiWTUi8SwVantzYmJrR1nuQBhpI0dy9yPYNrU=,33128,21,0.681719391,38.08651292,1.884599131,0.534140304,340939.9607,37.10236054,22912,4843,2501,2145,727,0.525466215,3,elementary,easy
XPjtEuV2qgexNe8re/JecZlBLnzABLhXY2kd8BFHlRg=,12801,20,0.855636278,16.98578236,1.395672213,0.24435591,297089.2858,42.12592766,8896,2230,810,589,276,0.794681453,7,junior,easy
XPxKzkvjDB7yK2AQPahFqPB7cnoHs5/dy4T498HoX5M=,10767,20,0.568124826,81.40512678,2.337605647,1.164669824,152773.1124,28.29831894,9318,1014,247,144,44,0.476308987,6,elementary,easy
XQ+eEPmNGFKHnvblrA6eVyXOZ7z/e2GtSZIcf+MZeBg=,3585,9,0.554253835,37.26304045,1.930264993,0.261366806,280395.0633,52.11157601,3085,280,80,123,17,0.388444344,7,junior,normal
XQuz0Vc87NUlA8og1jI8f37Vznop6r8vbYxTAhHk0c8=,16070,16,0.700746733,42.19359054,2.224144368,1.166334785,323435.9519,42.04947106,12078,2010,872,827,283,0.58288578,5,elementary,hard
XUTQRoPefsFTFUaUGzdJFj7HtMAyenBL2dvo5BZusKI=,3772,25,0.579533404,39.28101803,2.205991516,1.124602333,281283.3097,68.51299046,3173,424,111,43,21,0.605754468,8,junior,easy
XbcpTfT1RFwmsRn98oMDsQeWhCEAh7GOGSxllLaYMLg=,28114,23,0.600590453,49.08074269,2.224052074,0.903002063,296617.6603,45.09717578,22850,2861,1152,933,318,0.47742815,5,elementary,easy
XfTWhuL8KHud7ThpvXxV7BfPsuMNJNrNzIXLUA987GQ=,10575,17,0.654184397,62.03839243,2.049739953,0.818534279,441691.9569,46.83300236,7887,1434,690,417,147,0.525162423,3,elementary,hard
Xon2nhjAvMcy7wYUdVvTMH3poFnamhJUQElLk1ijsb0=,22516,16,0.699147273,27.82883283,1.689554095,0.406155623,296136.2407,34.80902469,16547,2745,1571,1289,364,0.557988319,4,elementary,easy
Xt9R4E9f2za5+yOINEKCRJbnm/ML+pyrsUJb6rs1XTk=,28096,18,0.839728075,33.76736902,1.426537585,0.240283314,292692.9158,33.71739749,17038,5431,2756,1963,908,0.713143769,3,elementary,easy
Y+91ladMQTxor3mEVlnYFcmpwmJFyT1HMG+DNySbVZ4=,4416,34,0.540081522,41.72078804,2.126811594,0.335371377,379940.4975,67.92028986,3657,495,137,100,27,0.466459664,7,junior,unset
Y/3Ni8Hqpn0fTKF+ZASK6Bpn/wyoF0isUcBEeF5fPiU=,9508,25,0.785443837,25.64934792,1.88977703,0.13840976,248066.5887,41.90050484,7074,1479,481,355,119,0.678735472,7,junior,easy
Y1TLugWpKI2hhakWAmmKYPUh8jdVGnOpm/XMQLKx1Kg=,16938,16,0.495335931,49.6180777,2.733970953,0.866867399,353745.5683,39.97101193,13909,1644,809,455,121,0.298905163,4,elementary,normal
Y1xbm2qyB1ORPl4XEuHig7PZekscar6DdRCT24qu3HA=,13172,19,0.763513514,45.24749469,1.69078348,0.524521713,291699.2583,35.74240814,10063,1834,621,464,190,0.698654649,4,elementary,easy
Y8CHlvc/Mc/Xo2I636Dh6J5Vc+IxbLcCC4Wiuvd67oY=,4265,16,0.683704572,29.93364596,1.805627198,0.202579132,361324.9601,55.385932,3080,751,250,131,53,0.540581794,7,junior,normal
Y8wMuwT4XAOV0oJ6FnQLaEEOIi5GxbVxfLaXLdbchfg=,1772,16,0.693002257,64.91760722,2.040632054,0.698081264,292798.7692,44.30643341,1511,161,42,39,19,0.57609228,6,elementary,easy
YCBDRftfzwiEL3TgdJIBFRRVKPJU3ZdlRy3jNdXYO3w=,6154,31,0.658108547,20.56548586,1.585635359,0.315404615,240421.1464,56.09083523,4595,932,350,227,50,0.609534035,8,junior,easy
YCkF1MtpY1fSQe4HekhmGm9bt7ErYLpnaL45TlEtrbo=,19515,18,0.694183961,41.01783244,1.847091981,0.492236741,272019.2106,39.35188317,15612,2444,745,564,150,0.574914059,5,elementary,normal
YDMrFIf6Xald2go/hpaWsU2D05toJULMFD982lohHw0=,4562,36,0.648180623,45.88185007,1.944103463,0.729723805,322079.0048,42.4995616,3411,650,300,158,43,0.510904633,7,junior,normal
YHd/e3w70NYiywYoX7X1Iv07iYY6CT1jAd9BayAdg7o=,22326,17,0.821866882,23.02750157,1.381438681,0.198020245,373417.8616,38.81832841,13431,3929,2289,1849,828,0.730849991,3,elementary,hard
YI7fG8ZfmnBhOzqkTJkMej3ejuPH6JNyVD+CM15mYIo=,10013,16,0.678418057,47.90831919,2.116049136,0.821332268,299830.8745,35.77858784,8042,1199,326,324,122,0.596625186,4,elementary,easy
YK8k7vXBGE+Uz9zSJyxXp6OC214bTKKGGTqalD/Zf5I=,16891,16,0.782665325,22.1060328,1.599076431,0.159138002,349516.548,39.53963649,11310,3109,1113,1031,328,0.640102706,3,elementary,easy
YLh3gboNapAss7XRv0CyfwoP2GZHxHZxeBNoWI2+Pk0=,6594,22,0.731422505,52.14285714,1.812253564,0.615256294,320353.3826,50.19517743,5355,795,244,148,52,0.61046876,7,junior,easy
YORLcxgiHpb03U15diML90XnAXNqfG/QtxNo1PrCGVk=,14365,19,0.519526627,79.16797772,2.791089454,1.137835016,289185.2523,47.52008354,12675,1119,307,179,85,0.460625515,5,elementary,easy
YRZkayzEaq6umqAo3NH1MiLW1oqHFPHDmlEIrn/EWb0=,12950,20,0.630888031,43.23312741,2.785250965,0.569266409,332284.5152,44.58540541,10029,1418,709,638,156,0.464278758,5,elementary,normal
YRgtGEd826lr/TTeqzRiSg74GgvqIjPn4GiFofbYGoA=,9183,20,0.373080693,47.88587608,2.610040292,1.744201241,197168.3052,55.28454753,8429,549,146,43,16,0.359013283,8,junior,easy
YTAheEdtfsl96LQz5pfT/e2iTo3mXMMzNkjHpOCNHCw=,4335,15,0.484659746,37.1017301,2.31349481,0.320645905,300796.8478,58.8615917,3757,389,118,54,17,0.411172331,7,junior,easy
YVNOK+AhFjUEHxCvwUmqSSiYmGqD98ZGZrp5l+7UAFg=,1668,16,0.618105516,42.51438849,1.861510791,0.792565947,175994.3315,38.30395683,1313,251,97,3,4,0.615202753,9,junior,easy
YXMFRXPpfMq0dR1ji3gtHLMvc080j2c2AF52HbRm7O4=,919,20,0.262241567,52.76060936,2.51577802,1.241566921,325718.5169,84.24483134,880,25,10,3,1,0.169247845,9,junior,normal
Ybd/zfRZPKlB4rPFPmqgjUOxkC9KP7WFThltU3wWFOo=,4670,30,0.534047109,44.39914347,1.979657388,0.789721627,260316.3195,56.90556745,4114,374,116,52,14,0.462742081,8,junior,easy
Yg+sVKaVUURclcpez8GQE2MOKwxr958SB3sI6NhKmIE=,3907,18,0.701049399,63.3885334,1.720501664,0.403634502,423878.2516,69.34911697,3009,575,195,103,25,0.588731375,7,junior,easy
YkHODfSVaCIiF+woaqNHli0DqOr4KOxt4DKcsOdLMr8=,10297,18,0.441584928,86.98912305,2.933281538,1.550645819,191387.8442,35.54705254,9475,577,131,89,25,0.347348415,6,elementary,easy
Yld92kacYxRSUfN9lQovMp24sfx19G3veIT3XSsHuQY=,8092,16,0.725778547,30.03657934,1.837246663,0.653114187,190414.9281,31.69957983,6367,1096,339,198,92,0.666678327,6,elementary,easy
Ym0eyAFdpBdYOyWEgTUn+a/muxXKbk5ahnGiGgmJ4BE=,697,10,0.631276901,31.08751793,1.645624103,0.509325681,332562.9369,56.09756098,474,107,47,64,5,0.591621684,9,junior,unset
Yn2HRzsEDaARisznJY9n3wALZ45h7G/l8o4AhZT613I=,12778,19,0.639771482,76.32493348,2.270856159,1.090937549,343893.2316,40.91266239,10033,1472,627,468,178,0.52339391,4,elementary,easy
YnI7n8GUBMZqWulnBVfUXzZLgJVDs7v0mGRfjKqao2k=,8996,26,0.696754113,43.95486883,1.988105825,0.537238773,193607.3695,33.53668297,7390,975,290,270,71,0.574457624,6,elementary,easy
Yp1BxxjeCigA5sXXXV9seEAdOYA8MchGwafHWyUm7qQ=,22015,16,0.685123779,44.4192596,1.886986146,0.460685896,331358.1469,35.94349307,14476,3683,1900,1322,634,0.592308543,3,elementary,unset
YpGyZePfYXyA1sM+Syxc0sKhL5GiFcPSv0GpDs5VEoA=,590,10,0.718644068,32.07288136,1.610169492,0.486440678,251713.9695,63.1440678,508,64,7,8,3,0.646229346,9,junior,hard
YuGOmB+frbM8rfAa0RJE882R+IoMf9N89OiVqLbAHBw=,22621,16,0.79209584,25.56505017,1.521771805,0.305689404,232799.0231,32.83546262,14630,4356,1601,1411,623,0.68535101,6,elementary,easy
YvQPbwjYS29kj/MLwNYQQZEeHg3g0EltbLRfuPywjqE=,15907,16,0.522725844,63.3240083,3.723643679,1.789463758,335966.8679,50.7210662,13617,1350,595,246,99,0.350378167,5,elementary,normal
Z3Dy7GKG+3wjN6aJw7KVQxD+9q+PgN6WynGJfScaDXE=,1801,20,0.600777346,131.2198778,2.073292615,2.178789561,454426.2449,65.54913937,1492,211,45,29,24,0.465524904,7,junior,normal
Z3dSEIJzUCdIKWEO4/I7voT/RlkFDuMuU57dI6kGzcs=,8561,31,0.707393996,33.79313164,1.578437098,0.607872912,189224.2565,41.17871744,6340,1447,387,272,115,0.561267327,8,junior,easy
Z5JB3D/LstCk46Bi7qFkVXd18rYRFy7qFCpd5rEMAZw=,707,20,0.659123055,39.74823197,1.660537482,0.694483734,168032.529,27.23338048,635,61,6,5,0,0.542307277,9,junior,easy
ZDQe2EAf9O/FBmCJpXM2GZK7E3bfQfT6M8rHZ21H5Uc=,8733,27,0.802816901,17.52902783,1.434215046,0.185617772,235173.6773,43.58032749,6213,1825,348,269,78,0.698416357,7,junior,easy
ZGnaehUOvrRIwrXHqEnz72BTVo/xzUr85yaqAjY5FN0=,10051,16,0.713461347,46.56342652,1.818127549,0.591582927,258415.3622,36.05969555,7735,1206,568,436,106,0.587718746,6,elementary,normal
ZJ92WK8KhstnwtpIXZzFwFo9tWV1FxW9wGbwBT+JaMk=,9254,18,0.740436568,39.50529501,2.247136373,0.59250054,365507.9448,50.66544197,6935,1230,492,335,262,0.602924834,5,elementary,easy
ZOO50WfENqtWGe4uBkJcqW4nppgtuJKCAoqx34z8eOw=,24695,17,0.717675643,26.70496052,1.693176756,0.207774853,232217.348,28.81089289,17405,4094,1632,1119,445,0.572970726,4,elementary,easy
ZS2aKTrfYoSFzhm+weF3amIGgUrNaR6urAPzgLNqWdY=,33954,25,0.756876951,18.9898981,1.625817282,0.347676268,253051.3745,35.66834541,21796,5599,3045,2288,1226,0.608631431,5,elementary,easy
ZTrivKluBU7pmaSFNu6x4a8QnBgW4kdz9KN9RcGKzn4=,8792,25,0.861919927,18.23339399,1.275818926,0.100659691,171043.5466,28.18585077,6243,1751,387,295,116,0.812904273,6,elementary,easy
Za+UP8i5RYOzsfA98cUkUzKWLYcmHOg7TpQTWUNg1is=,12500,21,0.672,16.88792,1.80736,0.24328,225970.063,42.32328,9714,1869,532,246,139,0.598540883,7,junior,easy
ZcwX8fZUrnZDOsvBOPux3Oaf1viIG83MNe5frh0jnQw=,8736,30,0.794757326,36.18440934,1.5503663,0.364010989,256283.4855,43.55643315,6621,1335,430,250,100,0.700308365,7,junior,easy
ZeqalmMEbu4L2j3EXlTLYacpBIa8eomjRPajfWZZD18=,16052,15,0.545975579,106.3360329,2.987104411,1.973648144,316669.4571,45.66845253,13625,1618,482,239,88,0.400227121,5,elementary,normal
ZfOvxkOK32fpHT6LuZQ7Iy1BUbJm78JuTpNnvl/t5HE=,979,28,0.375893769,91.6741573,2.171603677,1.035750766,220035.903,39.16445352,903,43,18,12,3,0.251137355,10,junior,normal
ZfijBfJmW6aiU5BUvf9fG0QF1XKo3pbEYQ8mYC94hT8=,5882,16,0.697041823,59.76215573,2.102346141,0.50034002,381535.0554,38.88490309,4834,611,202,177,58,0.589369525,4,elementary,easy
ZiB8YudXZGaYEDJxnFGFKxDYg7p21KMyv2iISc6REEQ=,6050,21,0.442479339,45.38561983,2.376198347,1.227768595,226058.6954,56.7231405,5548,354,99,41,8,0.335845087,8,junior,normal
ZilXWSbduOENN7B3A3JpDKyx61nNdU+D7av0CVJeIL0=,19676,20,0.911923155,17.86282781,1.226722911,0.084824151,385102.7755,38.43016873,11216,3705,1972,1929,854,0.81680755,3,elementary,easy
ZlHr1zKJsK/9HFeradx6cAyqADDSSyihZ9XHBS1PfyU=,565,20,0.656637168,15.70442478,1.651327434,0.322123894,159254.4496,37.56637168,428,124,5,6,2,0.429994673,9,junior,easy
Zo5OH3GyWGn52CiWFk1qCg8zwtyTw2CzekYXwgDtx0Y=,8607,28,0.677123272,24.74207041,1.808760311,0.241431393,291016.145,46.71836877,6587,1272,455,215,78,0.564933998,7,junior,easy
a3YtCNan74n5yr33mRTziRBk7zjFI9XrLXC0Wtp8kWU=,10816,16,0.836261095,22.8026997,1.525610207,0.200536243,365171.1207,35.71274038,8168,1617,467,388,176,0.722130983,3,elementary,easy
a3dIrvVFRsNUndL0o6tSC2evd4XhhCObHWe0OO0WemU=,9177,38,0.600414079,35.03988231,2.094257383,0.260324725,205375.4553,45.95979078,7312,1272,349,177,67,0.567750459,8,junior,easy
a8gAVDPDmrxf2poDVj1SEcQl7lX57osmdVFS1+Z+4K0=,12364,16,0.529116791,78.48552248,3.151892591,1.357651246,381227.1237,51.23673568,10252,1519,345,179,69,0.348793133,5,elementary,hard
a9UEy8sIwRzT8QudLWkrjcWrb+ZKuiVhcEiPQih1o38=,8382,15,0.781078502,33.8685278,1.547005488,0.359341446,249318.5131,45.11381532,6450,1253,350,195,134,0.698011481,7,junior,normal
aAZFwEYHULAK1AbQLXDXQjqU9JfJoEu1QZ5bv/EYlVs=,9629,16,0.668605255,63.29857721,2.318413127,0.725828227,336566.2738,39.94495794,7725,1058,396,336,114,0.53769798,4,elementary,normal
aMxsQs5rzVMmcHNmhMRVuUQ33IDNVp8fYkEdofpRbQI=,5974,16,0.59306997,41.45329762,2.192835621,0.805323067,428739.614,44.03615668,5006,516,262,150,40,0.459666905,5,elementary,easy
aMy+V/IgYkfzzxp0JhGeJIW3f3X4rBOZf/UgsI2IX/4=,11827,20,0.57715397,55.29601759,2.307516699,1.290437135,265939.555,37.55804515,9260,1321,615,496,135,0.410203486,6,elementary,easy
aQtj+vhFKWn0qz527tbi3q254EkieQ0rqf8dS5yw+m0=,13514,16,0.741971289,25.0665976,1.674337724,0.500887968,224805.3419,32.54336244,10032,2140,646,504,192,0.612839039,6,elementary,easy
aQys6A/5FjGwd7dQ0KQ4h/5zmPrM7lbkwj2ZkuhMepo=,29150,20,0.877667238,17.79663808,1.30490566,0.232212693,316366.8161,35.02315609,17479,5439,2798,2370,1064,0.802835728,3,elementary,easy
aUZfbM1yIpHJBCb6q2Ibl75Ix+02UZ4ihUKYjUtEhkA=,6093,14,0.572952569,21.68504842,1.938946332,0.239619235,339618.5856,54.66322009,4839,789,316,120,29,0.367358933,7,junior,normal
aWIZnPhyDCMR9yuVS0hy2iEHURPnHdsUNDkz0hzDL3o=,1761,7,0.514480409,37.17887564,2.192504259,1.245883021,498960.3674,109.7013061,1445,194,72,39,11,0.355705367,8,junior,normal
aaltH7YODgrsZuZYKu16qokv/Z+TofzVxU6Ai/dDhl8=,17260,22,0.680533024,38.87688297,1.656662804,0.369003476,204284.3148,37.0495365,13589,2482,627,425,137,0.606626902,7,junior,easy
aaqqTl3AwAAh2Zu0fBTrKYA+Jgnh5Xcn3VznWez5WJU=,6493,20,0.541352225,28.24949946,2.061450793,0.310950254,222805.5441,49.33004774,5647,644,144,48,10,0.411383305,8,junior,easy
abZeR/hnIssN0A8N+KhGYvmhrlPuBAPZSPOCXwLIQd0=,2207,16,0.710466697,38.81377435,1.996828274,0.346171273,294498.2297,45.17716357,1773,243,106,64,21,0.597859037,6,elementary,easy
ad/P0gKMpXTOaZ/ShZQX2Y5m7BBidPE5CT858fakoAo=,25131,27,0.697186741,31.36632048,1.826270343,0.263897179,207454.2465,35.25804783,18346,4399,1215,871,300,0.589686809,7,junior,easy
afFEQbum8M2N2a175IzVSs8+P894DSA/3Y10COWsVeA=,5136,20,0.369548287,56.42056075,3.428154206,1.163746106,398345.0236,76.63434579,4461,473,115,68,19,0.272262011,7,junior,normal
aiQx7FTmtkEzQOA5cGnbKrlqzKkK4IAgGnwNsgrBuC4=,14693,16,0.773701763,51.67841829,1.72395018,0.379092085,286808.0037,34.08943034,10061,2277,1159,830,366,0.608679799,5,elementary,hard
aidk3wnxk2e9xbBQTP0plmVgHqsXqGF9OT93vKcIMdE=,13179,26,0.646558919,59.28461947,2.055163518,0.961605585,260486.8787,36.48084073,10347,1507,746,437,142,0.476638862,6,elementary,normal
ap9wOXDnXVFePVnnpscqo0DFNvaLEzP+JC5FyWOxYI8=,248,20,0.47983871,43.74596774,2.745967742,0.491935484,287879.3226,75.69758065,216,16,9,5,2,0.396002561,9,junior,hard
apFEy2v1Cp11xrY8+93ALiMxibD9kdla4EDA1KJdSm0=,6806,16,0.812518366,67.40523068,1.854980899,0.656479577,352815.4896,35.7784308,4962,994,385,373,92,0.705267659,4,elementary,easy
arhLfqJ8pA8XhguBiyIZKbrXTISqxBnAQeYVkKBtcWQ=,46506,17,0.950135466,5.451447125,1.068722315,0.030189653,305731.4175,40.13688556,17288,10404,6113,6342,6359,0.887252172,5,elementary,easy
awqH6F/TgV0QhF46PtnHP7eSsTSHSXMKIO4KqJaMn04=,7431,16,0.694388373,62.74431436,2.610954111,0.794374916,348663.2889,53.07334141,6311,689,196,159,76,0.625831443,5,elementary,easy
ayCRiWa4X48etGB2T5tDIRCcIozUEOmIWHNctm20hns=,11610,19,0.707321275,57.52222222,1.946942291,0.632472007,374450.4458,40.03367786,8800,1652,633,373,152,0.598598571,3,elementary,easy
b/krXJBZm0PjanxrV1ad3wJ+cirOA0/+gywkvvJRQ9U=,6834,25,0.672373427,41.24802458,2.248609892,0.811969564,260085.0394,36.03760609,5400,897,312,170,55,0.521935893,6,elementary,easy
